Date (MM/DD/YYYY),Entity Name,Latitude,Longitude,City,State,Sector,Demand,Currency,Demand in USD,Paid,Amount Paid
05/26/2022,Texas Department of Transportation,30.2672,-97.7431,Austin,TX,Government/Transportation,Unknown,Unknown,Unknown,False,null
06/01/2022,Shields Health Care Group,42.2096,-71.0023,Braintree,MA,Healthcare,Unknown,Unknown,Unknown,False,null
06/06/2022,Yuma Regional Medical Center,32.7254,-114.6244,Yuma,AZ,Healthcare,Unknown,Unknown,Unknown,False,null
06/15/2022,Macmillan Publishers (US Operations),40.7128,-74.0060,New York,NY,Media/Publishing,Unknown,Unknown,Unknown,False,null
06/15/2022,NUC University,18.4655,-66.1057,Bayamon,PR,Education,Unknown,Unknown,Unknown,False,null
06/16/2022,Methodist McKinney Hospital,33.1972,-96.6397,McKinney,TX,Healthcare,Unknown,Unknown,Unknown,False,null
06/22/2022,Flagstar Bank,42.5803,-83.1521,Troy,MI,Financial Services,Unknown,Unknown,Unknown,False,null
06/28/2022,Christus Health,32.8574,-97.0572,Irving,TX,Healthcare,Unknown,Unknown,Unknown,False,null
07/01/2022,College of the Desert,33.7636,-116.3192,Palm Desert,CA,Education,Unknown,Unknown,Unknown,False,null
07/06/2022,Entrust Corporation,44.9778,-93.2650,Minneapolis,MN,Technology/Security,Unknown,Unknown,Unknown,False,null
07/11/2022,North Carolina A&T State University,36.0726,-79.7920,Greensboro,NC,Education,Unknown,Unknown,Unknown,False,null
07/15/2022,MultiCare Health System,47.2529,-122.4443,Tacoma,WA,Healthcare,Unknown,Unknown,Unknown,False,null
07/18/2022,Wheat Ridge City Government,39.7661,-105.0772,Wheat Ridge,CO,Government,"$5,000,000",Unknown,"$5,000,000",False,null
07/20/2022,Davenport Community School District,41.5236,-90.5776,Davenport,IA,Education,Unknown,Unknown,Unknown,False,null
07/21/2022,Marion County Government,39.7684,-86.1581,Indianapolis,IN,Government,Unknown,Unknown,Unknown,False,null
07/26/2022,Enzo Biochem,40.7589,-73.9851,New York,NY,Healthcare/Biotech,Unknown,Unknown,Unknown,False,null
07/29/2022,Goodman Campbell Brain & Spine,39.9784,-86.1581,Indianapolis,IN,Healthcare,Unknown,Unknown,Unknown,False,null
08/02/2022,Bryan County Schools,31.9977,-81.4384,Pembroke,GA,Education,Unknown,Unknown,Unknown,False,null
08/03/2022,Grand Rapids Public Schools,42.9634,-85.6681,Grand Rapids,MI,Education,Unknown,Unknown,Unknown,False,null
08/08/2022,Solano Community College,38.2518,-122.0258,Fairfield,CA,Education,Unknown,Unknown,Unknown,False,null
08/11/2022,Cisco Systems,37.3382,-121.8863,San Jose,CA,Technology/Networking,Unknown,Unknown,Unknown,False,null
08/12/2022,Bluefield University,37.2598,-81.2779,Bluefield,VA,Education,Unknown,Unknown,Unknown,False,null
08/16/2022,Kearney Public Schools,40.6996,-99.0817,Kearney,NE,Education,Unknown,Unknown,Unknown,False,null
08/25/2022,Lakeview Hospital System,45.0564,-92.8138,Stillwater,MN,Healthcare,Unknown,Unknown,Unknown,False,null
09/03/2022,Los Angeles Unified School District,34.0522,-118.2437,Los Angeles,CA,Education,Unknown,Unknown,Unknown,False,null
09/06/2022,Mars Area School District,40.6964,-80.0108,Mars,PA,Education,Unknown,Unknown,Unknown,False,null
09/08/2022,Suffolk County Government,40.9176,-72.6718,Riverhead,NY,Government,"$2,500,000",Unknown,"$2,500,000",False,null
09/14/2022,Tucson Unified School District,32.2226,-110.9747,Tucson,AZ,Education,Unknown,Unknown,Unknown,False,null
09/16/2022,CommonSpirit Health,41.8827,-87.6233,Chicago,IL,Healthcare,Unknown,Unknown,Unknown,False,null
09/27/2022,LoanCare,36.8529,-75.9780,Virginia Beach,VA,Financial Services/Mortgage,Unknown,Unknown,Unknown,False,null
09/29/2022,Lockwood School District,45.7833,-108.4596,Billings,MT,Education,Unknown,Unknown,Unknown,False,null
10/01/2022,Johnson Controls International,43.0389,-87.9065,Milwaukee,WI,Manufacturing/Building Tech,Unknown,Unknown,Unknown,Unknown,Unknown
10/06/2022,OakBend Medical Center,29.5580,-95.7613,Richmond,TX,Healthcare,Unknown,Unknown,Unknown,False,null
10/10/2022,SuperCare Health,33.8369,-118.0413,Downey,CA,Healthcare,Unknown,Unknown,Unknown,False,null
10/11/2022,Town of Islip,40.7282,-73.2107,Islip,NY,Government,Unknown,Unknown,Unknown,False,null
10/18/2022,Ada School District,42.9634,-85.4989,Ada,MI,Education,Unknown,Unknown,Unknown,False,null
10/20/2022,Tift Regional Health System,31.4488,-83.5224,Tifton,GA,Healthcare,Unknown,Unknown,Unknown,False,null
10/25/2022,Munster Town Government,41.5653,-87.5120,Munster,IN,Government,Unknown,Unknown,Unknown,False,null
11/02/2022,Rackspace Technology,29.4241,-98.4936,San Antonio,TX,Technology/Cloud Services,Unknown,Unknown,Unknown,Unknown,Unknown
11/11/2022,Mount St. Mary's College,41.5100,-74.0176,Newburgh,NY,Education,Unknown,Unknown,Unknown,False,null
11/17/2022,Shasta Regional Medical Center,40.5865,-122.3917,Redding,CA,Healthcare,Unknown,Unknown,Unknown,False,null
11/17/2022,Los Angeles Housing Authority (HACLA),34.0522,-118.2437,Los Angeles,CA,Government/Housing,Unknown,Unknown,Unknown,False,null
12/01/2022,Injury Care Medical Center,43.6150,-116.2023,Boise,ID,Healthcare,Unknown,Unknown,Unknown,False,null
12/01/2022,California Department of Finance,38.5816,-121.4944,Sacramento,CA,Government/Finance,Unknown,Unknown,Unknown,False,null
12/12/2022,Knox College,40.9476,-90.3706,Galesburg,IL,Education,Unknown,Unknown,Unknown,False,null
12/20/2022,New York City Bar Association,40.7589,-73.9851,New York,NY,Legal Services,Unknown,Unknown,Unknown,False,null
12/29/2022,Empress EMS,40.9176,-73.8988,Yonkers,NY,Healthcare/Emergency Services,Unknown,Unknown,Unknown,False,null
12/30/2022,Bristol Community College,41.9423,-71.3301,Attleboro,MA,Education,Unknown,Unknown,Unknown,False,null
