Date (MM/DD/YYYY),Entity Name,Latitude,Longitude,City,State,Sector,Demand,Currency,Demand in USD,Paid,Amount Paid
04/14/2025,Cookeville Regional Medical Center,36.1628,-85.5016,Cookeville,TN,Healthcare,"$1,150,000",Unknown,"$1,150,000",False,null
04/16/2025,Family Health West,39.0756,-108.5506,Fruita,CO,Healthcare,"$700,000",Unknown,"$700,000",False,null
04/22/2025,City of Hope Cancer Center,34.1339,-117.9821,Duarte,CA,Healthcare/Cancer Treatment,Unknown,Unknown,Unknown,False,null
04/28/2025,Iowa County Government,42.8375,-91.9807,Marengo,IA,Government,Unknown,Unknown,Unknown,False,null
05/08/2025,Covenant Health (TN),35.9606,-83.9207,Knoxville,TN,Healthcare,Unknown,Unknown,Unknown,False,null
05/12/2025,Washington State Admin Office of Courts,47.0379,-122.9007,Olympia,WA,Government/Legal,Unknown,Unknown,Unknown,False,null
05/15/2025,DuPage County Government,41.8120,-88.1070,Wheaton,IL,Government,Unknown,Unknown,Unknown,False,null
05/20/2025,Kettering Health,39.7648,-84.2108,Dayton,OH,Healthcare,Unknown,Unknown,Unknown,False,null
05/22/2025,Surmodics Inc.,44.9778,-93.2650,Eden Prairie,MN,Healthcare/Medical Devices,Unknown,Unknown,Unknown,False,null
05/28/2025,Ingram Micro,33.6846,-117.8265,Irvine,CA,Technology/IT Distribution,Unknown,Unknown,Unknown,Unknown,Unknown
06/01/2025,Central Maine Healthcare,44.0951,-70.2187,Lewiston,ME,Healthcare,Unknown,Unknown,Unknown,False,null
06/03/2025,Oregon Anesthesiology Group,45.5051,-122.6750,Portland,OR,Healthcare,Unknown,Unknown,Unknown,False,null
06/04/2025,St. Joseph's College of Maine,43.7248,-70.4117,Standish,ME,Education,Unknown,Unknown,Unknown,False,null
06/10/2025,Providence Public Schools,41.8240,-71.4128,Providence,RI,Education,Unknown,Unknown,Unknown,False,null
06/12/2025,Aflac (US Operations),32.4609,-84.9877,Columbus,GA,Financial Services/Insurance,Unknown,Unknown,Unknown,Unknown,Unknown
06/15/2025,Avosina Healthcare Solutions,40.7128,-74.0060,New York,NY,Healthcare/Medical Billing,Unknown,Unknown,Unknown,False,null
06/15/2025,Marysville Exempted Village Schools,40.2363,-83.3675,Marysville,OH,Education,Unknown,Unknown,Unknown,False,null
06/30/2025,Hawaiian Airlines,21.3069,-157.8583,Honolulu,HI,Transportation/Aviation,Unknown,Unknown,Unknown,False,null
07/10/2025,GlobalLogic (via Oracle EBS / Clop),37.3382,-121.8863,San Jose,CA,Technology/Digital Engineering,Unknown,Unknown,Unknown,False,null
07/10/2025,LKQ Corporation (via Oracle EBS / Clop),41.8827,-87.6233,Chicago,IL,Automotive/Distribution,Unknown,Unknown,Unknown,Unknown,Unknown
07/10/2025,Accu Reference Medical Laboratory,40.6220,-74.2146,Linden,NJ,Healthcare/Laboratory,Unknown,Unknown,Unknown,False,null
07/21/2025,Manpower Group,43.0389,-87.9065,Milwaukee,WI,Professional Services/Staffing,Unknown,Unknown,Unknown,False,null
08/05/2025,Nevada State Government Systems,39.1638,-119.7674,Carson City,NV,Government,Unknown,Unknown,Unknown,False,null
08/08/2025,Allianz Life Insurance (US),44.9778,-93.2650,Minneapolis,MN,Financial Services/Insurance,Unknown,Unknown,Unknown,Unknown,Unknown
08/20/2025,Washington Post (via Oracle EBS / Clop),38.9072,-77.0369,Washington,DC,Media/Publishing,Unknown,Unknown,Unknown,Unknown,Unknown
08/26/2025,Delta County Memorial Hospital,38.7583,-108.0727,Delta,CO,Healthcare,Unknown,Unknown,Unknown,False,null
09/06/2025,Spindletop Center,30.0799,-94.1313,Beaumont,TX,Healthcare/Behavioral Health,15 BTC,Bitcoin,"$1,650,000",False,null
09/11/2025,Cache Valley ENT,41.7370,-111.8338,Logan,UT,Healthcare,"$150,000",Unknown,"$150,000",False,null
09/15/2025,Central Texas Pediatric Orthopedics,30.5082,-97.6789,Round Rock,TX,Healthcare,Unknown,Unknown,Unknown,False,null
09/15/2025,Trumbull County Government,41.2342,-80.8184,Warren,OH,Government,Unknown,Unknown,Unknown,False,null
10/01/2025,Valley View Independent School District,26.9243,-99.1301,Pharr,TX,Education,Unknown,Unknown,Unknown,False,null
10/15/2025,Kelly Legal Group,32.7767,-96.7970,Dallas,TX,Legal Services,Unknown,Unknown,Unknown,Unknown,Unknown
10/19/2025,Richmond Behavioral Health Authority,37.5407,-77.4360,Richmond,VA,Healthcare/Behavioral Health,Unknown,Unknown,Unknown,False,null
11/01/2025,Kaufman County Government,32.5893,-96.3086,Kaufman,TX,Government,Unknown,Unknown,Unknown,False,null
12/19/2025,Evergreen Printing Co.,39.8762,-75.0596,Bellmawr,NJ,Manufacturing/Printing,Unknown,Unknown,Unknown,Unknown,Unknown
